event_name,event_url,event_summary,full_address,region,presented_by_name,start_date,start_time,end_date,end_time,event_category
San Francisco n8n Meetup,https://lu.ma/6zbnge6y,"The San Francisco n8n Meetup connects automation enthusiasts of all levels to network, learn, and share n8n expertise.  A live demo of the hackathon-winning Reflekt project, a real-time speech-to-insight tool, is a key highlight.  Developers, builders, and anyone interested in workflow automation are encouraged to attend.","972 Mission St, San Francisco, CA 94103, USA",California,,2025-06-25,06:00 PM,"June 25, 2025",09:00 PM,Networking & Community
Scaling and Reimagining Global Commerce with AI - A Bay Area AI founders' Mixer,https://lu.ma/bt4x2j3o,"Bay Area AI founders and investors gathered on June 25th, 2025, to explore AI's transformative impact on global commerce.  The event featured insights from leading AI entrepreneurs and VCs, fostering networking and collaboration around scaling international business with AI.  This exclusive mixer targeted AI founders and those in digital commerce seeking funding and strategic partnerships.",,,UpScaleX.AI Events,2025-06-25,06:00 PM,"June 25, 2025",09:00 PM,Networking & Community
Deep Tech Founder Dinner @ Studio 45 w/ Fidelity Private Shares,https://lu.ma/vl8eraf2,"Join fellow hardware founders, engineers, and investors for an intimate Deep Tech dinner in San Francisco during Deep Tech Week.  Enjoy a 3-course meal, networking, and special offers from Fidelity Private Shares (including 20% off their services). Limited to 30 attendees, this exclusive event is perfect for connecting with the Bay Area's hardware community.",,,SF Hardware Meetup,2025-06-25,06:30 PM,"June 25, 2025",08:30 PM,Networking & Community
"Finding PMF by Solving Problems with Areeb Malik, Founder of Glacier",https://lu.ma/lgl5yqmf,"Glacier founder Areeb Malik shares his company's journey to product-market fit (PMF), emphasizing customer-centric problem-solving.  This event, ideal for founders and product managers, reveals how prioritizing user needs fueled Glacier's $16M Series A funding. Learn practical strategies for validating assumptions and achieving rapid PMF.","350 California St, San Francisco, CA 94104, USA",California,,2025-06-25,06:30 PM,"June 25, 2025",08:30 PM,Startup & Entrepreneurship
Startup Pitch & Networking in San Francisco,https://lu.ma/mu85nafq,"This San Francisco event connects innovative startups with Silicon Valley investors, featuring startup pitches (with a prize for the ""Most Investment-Worthy""), expert feedback, and extensive networking opportunities.  The event is ideal for entrepreneurs seeking funding, investors looking for promising ventures, and those wanting to connect with the tech and business communities.  Attendees must be 21+.",,,Startup Valley,2025-06-25,07:00 PM,"June 25, 2025",10:00 PM,Startup & Entrepreneurship
UiPath DevConnect: SF Summit 2025,https://lu.ma/DevConnect-SF,"The UiPath DevConnect: SF Summit 2025 is a one-day, hands-on event for developers and technical leaders focused on Agentic Automation using the UiPath platform.  Attendees will gain practical experience building intelligent agents through workshops and labs led by UiPath experts and partners.  This event is ideal for those seeking to understand and implement Agentic Automation across enterprise applications.",,,AI User Group,2025-06-26,08:00 AM,"June 26, 2025",04:00 PM,Tech & AI
Deep Tech x Data Breakfast,https://lu.ma/vn3nx4o0,"An exclusive San Francisco breakfast event for deep tech founders, investors, and leaders focused on the future of AI and data.  The invite-only gathering, hosted by Schematic Ventures, centers on early-stage investments in related supply chain, manufacturing, and software infrastructure companies.  Networking opportunities abound for key players in this rapidly evolving field.",,,Schematic Ventures,2025-06-26,08:30 AM,"June 26, 2025",11:00 AM,Networking & Community
"2nd Peninsula Climate, AI Co-Working day",https://lu.ma/w9pasypw,"The 2nd Peninsula Climate, AI Co-Working Day (May 22nd, Redwood City) fostered collaboration between climate and AI professionals.  This recurring event (every 4th Thursday) featured networking, short introductions, and a relaxed atmosphere with lunch and happy hour.  Those interested in climate tech, AI applications for sustainability, and networking are encouraged to attend.",,,Climate Value Network,2025-06-26,09:00 AM,"June 26, 2025",05:00 PM,Networking & Community
AI Grid Tech Coffee Meetup,https://lu.ma/c72kx7mj,"The AI Grid Tech Coffee Meetup is a bi-weekly gathering for Bay Area energy and AI/ML professionals to collaboratively discuss real-world applications of AI in power grids.  This informal, invite-only event prioritizes open dialogue and peer learning, excluding formal presentations or sales pitches.  Ideal for IT, analytics, and innovation professionals working to leverage AI in the energy industry.","9Zero Climate Innovation Hub, 350 California St 4th floor, San Francisco, CA 94104, USA",California,Integ Utility Intelligence,2025-06-26,09:00 AM,"June 26, 2025",10:00 AM,Networking & Community
AI Infrastructure and Energy,https://lu.ma/dtw2025-ai-infra,"This exclusive event unites top investors (e.g., Qualcomm Ventures, ACME Capital) and founders revolutionizing AI infrastructure, showcasing cutting-edge startups and fostering high-level networking.  It's ideal for investors, founders, and researchers focused on the intersection of AI and hardware.  Limited attendance ensures high-impact connections.","1 Beach St, San Francisco, CA 94133, USA",California,Deep Tech Week,2025-06-26,12:00 PM,"June 26, 2025",04:00 PM,Networking & Community
Consumer AI Takes Center Stage,https://lu.ma/humansintheloop2025,"Top-tier VC firms convened to explore the burgeoning field of Consumer AI, showcasing cutting-edge startups and attracting founders, builders, and funders invested in the future of AI-powered consumer products.  This exclusive event focused on the next wave of innovation in this rapidly expanding market.",,,,2025-06-26,02:00 PM,"June 26, 2025",07:00 PM,Startup & Entrepreneurship
Atoms & Algorithms: The Physical AI Startup Showcase,https://lu.ma/rqwv77l3,"This after-work event showcases 10 cutting-edge Physical AI startups, blending hardware and software for next-gen industries.  Live demos and networking with founders, investors, and researchers offer unparalleled access to this rapidly evolving field. Ideal for deep tech investors, engineers, and anyone interested in the future of robotics and automation.","SVB Experience Center, 532 Market St, San Francisco, CA 94104, USA",California,Alumni Ventures,2025-06-26,04:00 PM,"June 26, 2025",07:30 PM,Networking & Community
Launch Your Own AI Agent in 2.5 Hours — A Guided Workshop,https://lu.ma/8ricokqz,"Learn to build your own AI agent in just 2.5 hours! This hands-on workshop from New Port AI covers real-world generative AI applications and guides you through the process, perfect for professionals and creatives seeking practical AI skills.  Light refreshments and networking included.",,,,2025-06-26,04:00 PM,"June 26, 2025",06:30 PM,Tech & AI
Tech Weekend June 2025 | 3 Days | 100 Founders | 75 VCs | San Francisco,https://lu.ma/bci3sv5q,"Tech Weekend SF (June 26-28, 2025) connects 100+ founders with 75+ VCs for fundraising and networking opportunities in AI, deep tech, and other frontier sectors.  Highlights include VC dinners, office hours, panels on 2025 investing trends, and a pitch competition with significant prizes. Ideal for early-stage tech founders actively seeking funding.","Zo House, 300 4th St, San Francisco, CA 94107, USA",California,Tech Weekend by Founders Village,2025-06-26,04:00 PM,"June 28, 2025",07:00 PM,Startup & Entrepreneurship
VC Mixer [75 Founders + 25 Investor | June 2025 | San Francisco,https://lu.ma/k91y6bks,"A San Francisco VC Mixer in June 2025 connects 75 founders with 25 VCs, featuring a structured format and complimentary dinner at a Peruvian restaurant.  This invite-only event, part of the larger Tech Weekend, prioritizes networking and fundraising opportunities for early-stage tech startups, especially in AI and deep tech sectors.  Attendees will receive color-coded badges for easy identification.","EL DORADO Latin Fusion, 701 Folsom St, San Francisco, CA 94107, USA",California,Tech Weekend by Founders Village,2025-06-26,04:00 PM,"June 26, 2025",08:00 PM,Networking & Community
"19th Peninsula Climate, AI Coffee and Happy Hour",https://lu.ma/og12tkdt,"The 19th Peninsula Climate, AI Coffee & Happy Hour in Redwood City combined networking with short climate presentations and focused group discussions across various sectors (business, tech, climate organizations).  Attendees enjoyed coffee/drinks at a bar, with rideshare encouraged.  All domains welcome—focus on sustainability, partnerships, and scaling climate solutions.",,,Climate Value Network,2025-06-26,05:00 PM,"June 26, 2025",09:00 PM,Networking & Community
AI Builders Happy Hour @ Riza,https://lu.ma/sf7meoip,"Network with fellow AI enthusiasts and showcase your projects at the AI Builders Happy Hour on June 26th (5-7 PM) in San Francisco.  Enjoy drinks and engaging conversations at Riza, conveniently located near Tartine Manufactory.  Ideal for AI professionals and builders of all levels.",,,Riza,2025-06-26,05:00 PM,"June 26, 2025",07:00 PM,Networking & Community
East Bay CXO June 2025 Meetup: The CIO’s Role in an Agent-Led Enterprise,https://lu.ma/alv0e27i,"East Bay's top CIOs and tech leaders convene June 26th (5-7pm PDT) for an intimate, no-slides panel discussion on the evolving CIO role in agent-led enterprises.  Enjoy networking, insightful conversation, and refreshments with industry experts.  Target audience: Senior IT executives and tech leaders in the East Bay area.","Snowflake, 4140 Dublin Blvd, Dublin, CA 94568, USA",California,East Bay CXO Meetup,2025-06-26,05:00 PM,"June 26, 2025",07:00 PM,Networking & Community
Efficiently Develop and Scale AI Applications,https://lu.ma/izvrc7aq,"This hybrid event tackles the challenges of efficiently developing and scaling AI applications, featuring industry leaders sharing practical solutions for infrastructure, development, and team building.  Attendees will learn actionable strategies to reduce costs, accelerate production, and build high-performing AI teams.  Ideal for AI/ML engineering leaders, CTOs, DevOps engineers, startup founders, and technical leaders scaling AI teams.",,,Qlay,2025-06-26,05:00 PM,"June 26, 2025",08:00 PM,Tech & AI
"Founder Therapy: AI Agents in Ops—Cut the Noise, Find the Value",https://lu.ma/okjgwdck,"This Founder Therapy session cuts through the AI hype, offering real-world advice on successfully implementing AI agents in operations from experienced practitioners.  The panel discussion will cover practical applications, avoiding costly mistakes, and building/buying strategies, targeting founders, operators, and technologists seeking tangible ROI.  Networking follows the expert Q&A.","Galvanize Coworking - San Francisco, 44 Tehama St, San Francisco, CA 94105, USA",California,ScaleSpark.ai,2025-06-26,05:00 PM,"June 26, 2025",07:00 PM,Tech & AI
AI Agents + Full Stack Demo Night @Convex,https://lu.ma/l1dty3ed,"Convex's June Demo Night showcased cutting-edge AI agent and full-stack development, featuring talks and demos on building AI-powered applications and user interfaces.  Attendees networked and shared their projects, focusing on practical applications and code insights.  This in-person event was ideal for developers interested in AI agents, full-stack development, and the latest tech advancements.","Convex, 444 De Haro St #218, San Francisco, CA 94107, USA",California,Convex.dev,2025-06-26,05:30 PM,"June 26, 2025",08:00 PM,Tech & AI
Flume AI + Blaide: Happy Hour,https://lu.ma/ezo1heih,"Flume AI and Blaide host a happy hour connecting built environment professionals (developers, architects, designers, etc.) to foster collaboration and discuss industry innovations.  The event offers networking opportunities and insightful conversations on topics like material sourcing, project delivery, and emerging technologies.  This is a must-attend for anyone passionate about the future of construction and design.",,,,2025-06-26,05:30 PM,"June 26, 2025",07:30 PM,Networking & Community
Silicon Valley Gen AI Meetup - MCP & Langflow,https://lu.ma/uz10jjfs,"This Silicon Valley Gen AI meetup featured talks on Langflow's multi-agent AI architecture and the Model Context Protocol (MCP) for connecting LLMs to real-world data.  Experts from DataStax and Exograph showcased practical applications and future directions in generative AI development.  The event targeted developers, engineers, and researchers interested in building more context-aware and responsive AI applications.",,,,2025-06-26,05:30 PM,"June 26, 2025",08:30 PM,Tech & AI
The Human Algorithm: AI's Role in HR & Startup Spotlight Competition,https://lu.ma/c6r0cgrj,"This event explores AI's transformative impact on HR, featuring expert panels discussing AI-driven talent solutions and a startup pitch competition offering exposure and investment opportunities.  Attendees will gain insights into automating recruitment, improving hiring decisions, and personalizing employee experiences.  Ideal for HR professionals, tech startups, and investors seeking innovative talent management strategies.","2040 Martin Ave, Santa Clara, CA 95050, USA",California,AI in HR & Recruiting Group,2025-06-26,05:30 PM,"June 26, 2025",08:00 PM,Tech & AI
Agents After Hours,https://lu.ma/7ck384ul,"Network with 11x's founders and engineers at ""Agents After Hours,"" exploring the challenges and future of AI agents in GTM software.  Enjoy food, drinks, games, and insights into 11x's cutting-edge deployments.  Ideal for founders, engineers, and builders interested in AI agent development.",,,,2025-06-26,06:00 PM,"June 26, 2025",09:30 PM,Networking & Community
AI Agents in Action: Insights from a 4x-Exit Unicorn Founder & Investor,https://lu.ma/6qtf1gxz,"This event features a 4x-exit unicorn founder's insights on the transformative impact of AI agents on software, covering real-world use cases, market gaps, and future opportunities.  Muddu Sudhakar will share exclusive perspectives from OpenAI and top VCs,  targeting founders, product leaders, and investors seeking a front-row seat to the next trillion-dollar platform shift.  Dinner and networking are included.",,,EntreConnect,2025-06-26,06:00 PM,"June 26, 2025",08:00 PM,Startup & Entrepreneurship
AI Founders & Investors Social w/ Innovent Capital Group,https://lu.ma/xmgwyg5f,"This networking event connects AI founders with Innovent Capital Group investors, featuring 8 startup lightning pitches.  The event is ideal for early-stage AI founders seeking funding and investors looking for promising opportunities in the tech space.  No +1s allowed; registration and a QR code are required.",,,Beta University Events,2025-06-26,06:00 PM,"June 26, 2025",08:30 PM,Networking & Community
"Alljoined Open Lab: Drop In, Talk BCI, See the Tech",https://lu.ma/bmrj654k,"Explore cutting-edge non-invasive brain-computer interface (BCI) technology developed by researchers from Neuralink, Microsoft, and Stanford at Alljoined's open lab.  See demos of AI-powered mind-reading tech decoding brain signals into various outputs.  Ideal for those interested in neuroscience, AI, and the future of human-computer interaction.","573 4th Ave, San Francisco, CA 94118, USA",California,,2025-06-26,06:00 PM,"June 26, 2025",09:30 PM,Tech & AI
Build Games Meetup - San Francisco,https://lu.ma/aqrssass,"Network with fellow developers, enjoy classic arcade games, and explore AI developer tools at the AWS Build Games Meetup in San Francisco.  Food, drinks, and engaging discussions are included; this 21+ event is perfect for Bay Area tech professionals.  Learn, connect, and play!","Emporium Arcade Bar, 616 Divisadero St, San Francisco, CA 94117, USA",California,AWS Build Games Meetups,2025-06-26,06:00 PM,"June 26, 2025",10:00 PM,Networking & Community
✨ Product Try-AI-thon,https://lu.ma/4xzz5jkd,"Explore and test a diverse range of AI products in a hands-on ""choose-your-own-adventure"" style workshop.  Share your findings and network with fellow AI enthusiasts – all while enjoying complimentary food. Ideal for anyone curious about the current AI landscape and its practical applications.","298 Alabama St, San Francisco, CA 94103, USA",California,,2025-06-26,06:00 PM,"June 26, 2025",10:00 PM,Tech & AI
🧠 The AI Collective 🧠  The First 10 Customers with VC Zach Coelius,https://lu.ma/VCevent,"This intimate fireside chat features VC Zach Coelius sharing strategies for pre-product startup success, covering crucial early-stage topics like securing initial customers and investors.  Targeted at founders and aspiring entrepreneurs, the event offers actionable insights and real-world examples from Coelius's portfolio.  Limited seating is available.",,,The AI Collective,2025-06-26,06:30 PM,"June 26, 2025",08:00 PM,Startup & Entrepreneurship
123rd SF Hardware Meetup @ Humanmade | Humanoid Robotics,https://lu.ma/ilwcr9i1,"The 123rd SF Hardware Meetup, focusing on humanoid robotics, features talks by experts from Physical Intelligence and K-Scale Labs, plus an open mic for demos and pitches.  This event, part of SF Deep Tech Week and hosted at Humanmade makerspace, is ideal for hardware professionals, makers, and anyone interested in robotics.",,,SF Hardware Meetup,2025-06-26,06:30 PM,"June 26, 2025",09:30 PM,Networking & Community
Democratize Intelligence Summit #3,https://lu.ma/DEMi3,"Democratize Intelligence Summit #3 is a free, invite-only event bringing together 500+ AI experts to foster open AI development.  The two-day summit features expert speakers, hackathons, policy workshops, and networking opportunities across research, model development, and governance tracks.  Ideal for ambitious AI builders, researchers, and policymakers seeking collaboration and resource access.","1 Beach St, San Francisco, CA 94133, USA",California,DEMi: Democratize Intelligence,2025-06-27,11:00 AM,"June 27, 2025",06:00 PM,Tech & AI
AI for Good Summit + Demo Day @ Stanford,https://lu.ma/mfhjupbv,"The AI for Good Summit + Demo Day at Stanford (June 27-28, 2025) showcases 100+ AI startups tackling major global issues, connecting them with 300+ VCs.  This high-impact event features keynotes from leading AI experts and provides networking opportunities for founders, investors, and industry leaders.","Stanford University, 450 Jane Stanford Way, Stanford, CA 94305, USA",California,Impact Genius Silicon Valley,2025-06-27,01:30 PM,"June 28, 2025",08:00 PM,Startup & Entrepreneurship
AI Experience Salon: Designing Agentic Experiences,https://lu.ma/designthinking2,"This AI Experience Salon focuses on designing ""agentic"" AI experiences where users collaborate with intelligent systems, not just interact with them.  The event brings together AI leaders, designers, and researchers to explore advancements and best practices in creating empowering, human-centered AI.  Ideal for those shaping the future of AI and its user experience.",,,Founders Creative,2025-06-27,02:00 PM,"June 27, 2025",04:00 PM,Tech & AI
Boom Capital: Super Boom in the Forest,https://lu.ma/7o81cp0w,"Boom Capital's ""Super Boom in the Forest"" is an exclusive, outdoor unconference in San Francisco, featuring informal discussions on cutting-edge deep tech topics (biotech, AI, etc.) led by industry experts.  This unique event prioritizes networking and idea exchange in a relaxed, nature-inspired setting.  Ideal for deep tech professionals, investors, and curious minds seeking unconventional networking.",,,,2025-06-27,03:30 PM,"June 27, 2025",06:30 PM,Networking & Community
Baithak AI Club,https://lu.ma/awsee0us,"The Baithak AI Club, the Tri-Valley's first AI meetup, hosted its inaugural event featuring expert talks on leveraging AI for business growth and workplace integration.  The event provided practical insights and fostered discussion among curious minds interested in the future of AI.  Ideal for business professionals, entrepreneurs, and AI enthusiasts.","4590 Dublin Blvd, Dublin, CA 94568, USA",California,,2025-06-27,04:30 PM,"June 27, 2025",06:30 PM,Networking & Community
GGW Sharks. AI Founders & Investors,https://lu.ma/ka6hgab3,"GGW Sharks in San Francisco features a high-energy AI startup pitch event, connecting handpicked founders with top-tier investors in a fast-paced, no-slides format.  The event also includes an open mic for founders and extensive networking opportunities with investors and other industry leaders.  Ideal for AI founders seeking funding and investors looking for promising startups.",,,,2025-06-27,05:00 PM,"June 27, 2025",08:30 PM,Startup & Entrepreneurship
Modular Hack Weekend: GPU Programming Workshop,https://lu.ma/modular-gpu-workshop,"Launch your GPU programming skills at the Modular Hack Weekend kickoff workshop (June 27th, 5-10 PM PT), featuring lightning talks from industry leaders like Chris Lattner and a chance to win top-tier NVIDIA GPUs.  This in-person/livestreamed event is perfect for developers and hardware enthusiasts eager to learn and network. RSVP now to secure your spot!","Los Altos, CA, USA",California,Modular,2025-06-27,05:00 PM,"June 27, 2025",10:00 PM,Hackathon
Robotics & AI at the Core with Nirman Ventures,https://lu.ma/uxjw9c2s,"This exclusive event explores the future of robotics and AI, featuring leading founders, VCs, and roboticists discussing their impact on legacy sectors and AI development approaches.  A unique highlight includes a live humanoid robot and networking opportunities for builders and investors in the startup ecosystem.  Ideal for entrepreneurs, investors, and those interested in the cutting edge of robotics and AI.",,,Founder Social Club,2025-06-27,05:00 PM,"June 27, 2025",08:00 PM,Networking & Community
Tangible Robots: Private Soft Launch,https://lu.ma/kkjy84pn,"Tangible Robotics hosts a private soft launch showcasing their functional robots to select investors, thought leaders, and close associates.  This exclusive event seeks expert feedback before a seed round, offering a confidential preview of groundbreaking robotics technology poised to revolutionize the future.  Attendance is strictly by invitation only.",,,Tangible Robots,2025-06-27,05:00 PM,"June 27, 2025",08:30 PM,Startup & Entrepreneurship
Humane Tech Hackathon: Vibe Coding for Humanity,https://lu.ma/xuu50974,"The Humane Tech Hackathon in San Francisco challenges developers, designers, and ethicists to build technology prioritizing human well-being, offering collaboration, skill-building, and prizes.  This event focuses on creating ethical, equitable digital solutions and features renowned judges and sponsors.  Limited spots are available; register early!",,,FounderCulture,2025-06-28,09:30 AM,"June 28, 2025",06:00 PM,Hackathon
AI Networking Walk San Francisco (Startups & Investors),https://lu.ma/18dez0b1,"Network with fellow AI enthusiasts, founders, and investors during a relaxed 3.2-mile walk in San Francisco's scenic waterfront.  Enjoy coffee and conversation while exploring Fort Mason, Crissy Field, and views of the Golden Gate Bridge. This techtrust.ai event is perfect for anyone passionate about the AI industry.","2 Marina Blvd, San Francisco, CA 94123, USA",California,techtrust.ai,2025-06-28,10:00 AM,"June 28, 2025",11:30 AM,Networking & Community
AI REVOLUTION — ADAPT OR DIE - Silicon Valley's most practical startup laboratory,https://lu.ma/i3a141hm,"This free, intensive AI-focused workshop on June 28th helps Silicon Valley startups build personalized growth roadmaps.  Expert founders and investors provide actionable frameworks and mentorship, covering AI integration strategies and avoiding common pitfalls. Ideal for founders, tech specialists, and students seeking practical guidance in the AI revolution.","Hacker Dojo, 855 Maude Ave, Mountain View, CA 94043, USA",California,,2025-06-28,01:00 PM,"June 28, 2025",05:00 PM,Startup & Entrepreneurship
DREAMS OF STEEL: Deep Tech Week Closing Party,https://lu.ma/dtw25-dreams-of-steel,"Deep Tech Week culminates in a futuristic closing party, ""Dreams of Steel,"" featuring talks from leading aerospace and robotics investors & founders, followed by a sci-fi themed extravaganza with live music, dancing robots, and open bars.  This exclusive event is perfect for Bay Area deep tech professionals, investors, and anyone fascinated by the future of robotics and aerospace.","The Loom Oakland, 1020 22nd Ave, Oakland, CA 94606, USA",California,Deep Tech Week,2025-06-28,05:00 PM,"June 29, 2025",02:00 AM,Networking & Community
AI Agents Demo Day,https://lu.ma/h0t27n65,"The AI Agents Demo Day, held at VC Nest in Palo Alto, features 10+ VCs and showcases 10 AI agent startups pitching to investors.  Expert panelists and mentors discuss the future of secure agent communication and key industry verticals.  Ideal for AI agent founders, builders, investors, and those interested in the future of AI security.","VC Nest, 567 University Ave, Palo Alto, CA 94301, USA",California,The AI Agents Community,2025-06-30,05:00 PM,"June 30, 2025",08:00 PM,Startup & Entrepreneurship
WorkTech Startup Pitch Night with Qlay and Startup Intros,https://lu.ma/b9xef76a,"WorkTech Startup Pitch Night in San Francisco connects founders with investors and experts, showcasing AI-driven workplace solutions.  The event features startup pitches judged by leading VCs, networking opportunities, and a keynote by Tim Hsia of Context Ventures.  Ideal for WorkTech founders seeking funding, investors seeking promising startups, and industry professionals.",,,Qlay,2025-06-30,05:00 PM,"June 30, 2025",08:00 PM,Startup & Entrepreneurship
AGI Builders Meetup SF w/ Langflow,https://lu.ma/iurod6ni,"The San Francisco AGI Builders Meetup featured talks on building practical AI applications, focusing on AI app builders and multi-agent workflows using Langflow.  Attendees enjoyed tech talks from industry leaders and demos from several AI companies, followed by networking.  Ideal for AI developers, founders, and enthusiasts.",,,AGI Builders Meetup,2025-06-30,05:30 PM,"June 30, 2025",08:00 PM,Tech & AI
"Thought Leadership Dinner ""The Convergence of Privacy, Data Security and AI Governance""",https://lu.ma/ojen2urb,"An exclusive dinner for 16 senior technology executives will explore the critical intersection of AI, privacy, and data security, focusing on building trustworthy AI systems.  The event will feature leading experts discussing  architectural principles, governance alignment, and best practices for operationalizing secure and private AI at scale.  Ideal for Heads of ML, CISOs, and other tech leaders navigating the evolving regulatory landscape.",,,Unusual Ventures,2025-07-01,06:30 PM,"July 01, 2025",09:00 PM,Networking & Community
Cafe Compute: 4th of July,https://lu.ma/jh51she4,"Cafe Compute is a late-night pop-up coffeeshop offering caffeine, snacks, and coworking space, addressing the lack of late-night coffee shops in SF.  This unique event, sponsored by Cerebras, Bain Capital Ventures, and Pylon, is perfect for those seeking a productive work environment before the 4th of July weekend.",,,BCV Events,2025-07-01,07:00 PM,"July 01, 2025",10:00 PM,Networking & Community
Growing & Scaling Your AI Startup: Learn With The Experts,https://lu.ma/a7fv5va9,"This San Francisco event (July 2nd, 5-8 PM PDT) teaches SaaS & AI founders (Seed-Series B) effective go-to-market strategies and scaling techniques, featuring insights from leading experts at GTM Unbound, Efficient Capital Labs, SVB, and Mailmodo.  Attendees will learn about 2025 GTM trends,  founder-first strategies, and new scaling channels.",,,GTM Unbound Events - USA,2025-07-02,05:00 PM,"July 02, 2025",08:00 PM,Startup & Entrepreneurship
How AI Can Drive Success in Private Equity,https://lu.ma/vqlwoslz,"This exclusive July 2nd private equity roundtable (5-8:30 PM) features leading experts discussing AI's transformative impact on deal sourcing, portfolio management, and growth strategies.  Attendees will gain actionable insights and network with investors, operators, and founders.  Ideal for private equity professionals seeking a competitive edge through AI adoption.","SAP AppHaus Palo Alto, 3410 Hillview Ave, Palo Alto, CA 94304, USA",California,The PE Community by Open Future Forum,2025-07-02,05:00 PM,"July 02, 2025",08:30 PM,Finance & Business
Turn your Codex agents into a production-grade coding team with a cloud backend,https://lu.ma/xpander-ai-agentops-workshop,"This workshop teaches developers how to deploy and manage open-source Codex coding agents on a cloud backend using xpander.ai and AgentOps.ai for enhanced scalability, observability, and collaboration, transforming individual agents into a production-ready team.  Attendees will build and deploy cloud-based agent workflows in a hands-on session, requiring laptops and specific pre-installed extensions.","AWS Builder Loft, 525 Market St, San Francisco, CA 94105, USA",California,xpander.ai,2025-07-02,05:00 PM,"July 02, 2025",08:30 PM,Tech & AI
AI For Designers #26,https://lu.ma/ai-for-designers-25,"AI For Designers #26 features industry leaders showcasing AI's impact on design, including building AI-powered platforms and accelerating prototyping workflows.  Designers of all levels will learn about the latest AI tools and network with peers.  Don't miss talks from Chimere David Ogudu, Dave Elving, and Shipra Kayan.","972 Mission St, San Francisco, CA 94103, USA",California,AI User Group,2025-07-02,06:00 PM,"July 02, 2025",08:00 PM,Tech & AI
ML Collective Palo Alto Social,https://lu.ma/hk03ncb0,"Network with fellow machine learning enthusiasts at the ML Collective Palo Alto Social, featuring a keynote by Tom Griffiths on Bayesian methods in AI.  Enjoy a roundtable discussion, share projects, and connect with experts – all skill levels welcome!","JPMC Silicon Valley Technology Center, 3223 Hanover St, Palo Alto, CA 94304, USA",California,,2025-07-07,05:00 PM,"July 07, 2025",07:00 PM,Networking & Community
AI Agent SF Meetup #4 - Agent Evaluations,https://lu.ma/3h56ba2z,"The San Francisco AI Agent Meetup #4, sponsored by BeeAI, focused on agent evaluations and best practices for monitoring AI agents in production.  Key talks covered practical strategies for observability, including cost tracking and automated optimization, using tools like Comet Opik.  This event targeted experienced AI developers and researchers interested in building and deploying AI agents.",,,Bay Area AI,2025-07-08,05:00 PM,"July 08, 2025",08:30 PM,Networking & Community
Summit: The Agentic AI & Workforce of Tomorrow,https://lu.ma/n2n3ph4o,"This exclusive summit connects high-potential founders, investors, and executives (YC, Techstars alumni, $1M+ ARR/funding) to discuss the impact of Agentic AI on the future workforce.  Attendees gain insights into fundraising, scaling, and hiring, fostering valuable networking and potential collaborations.  Strict attendee limits ensure high-quality connections and impactful discussions.",,,owow's events,2025-07-08,05:00 PM,"July 08, 2025",08:00 PM,Startup & Entrepreneurship
Humane Tech: Build Open Source Frameworks,https://lu.ma/jco53n4h,"Join the open-source humane tech movement!  This event offers interactive workshops, product demos, and community building to create ethical tech frameworks.  Ideal for developers, designers, and anyone passionate about building a better tech future.",,,FounderCulture,2025-07-09,06:00 PM,"July 09, 2025",08:00 PM,Networking & Community
Coinbase Agents in Action Hackathon Winners Demo Day,https://lu.ma/guo4pnfa,"Coinbase's ""Agents in Action"" Demo Day showcased innovative, autonomous on-chain apps built during their hackathon, featuring integrations with AWS Bedrock, x402pay, and AgentKit.  This event highlighted cutting-edge AI + crypto projects and offered networking opportunities for developers, infra leaders, and those interested in the future of decentralized applications.  Target audience:  Developers, crypto enthusiasts, and AI/blockchain professionals.",,,CDP Events,2025-07-10,10:00 AM,"July 10, 2025",03:00 PM,Hackathon
Happy Hour & Networking Mixer,https://lu.ma/q8fumqry,"Join fellow Web3 and AI builders for a relaxed networking happy hour on July 10th at 5 PM, featuring drinks and light refreshments.  Showcase your work or simply connect with the community – all are welcome! RSVP to secure your spot.","Edge & Node House of Web3, Building 103, 103 Montgomery St, San Francisco, CA 94129, USA",California,,2025-07-10,05:00 PM,"July 10, 2025",07:00 PM,Networking & Community
Turing Happy Hour for AI & LLM Leaders,https://lu.ma/74m9fin5,"Network with AI & LLM leaders at Turing's San Francisco Happy Hour, focused on accelerating foundation model progress.  Turing's unique, independent approach provides data, talent, and infrastructure to advance AGI roadmaps.  Ideal for leaders in model labs seeking to collaborate and explore cutting-edge solutions.",,,Turing Events,2025-07-10,05:00 PM,"July 10, 2025",07:00 PM,Networking & Community
"Fireside Chat with Andrew Feldman, Founder & CEO of Cerebras Systems",https://lu.ma/16rk8qkp,"Hear Andrew Feldman, CEO of $4B AI company Cerebras Systems, share his entrepreneurial journey and leadership insights at this exclusive StartX fireside chat.  The event includes a networking dinner for founders, mentors, and alumni.  Registration required for StartX members only.","StartX, 2627 Hanover St, Palo Alto, CA 94304, USA",California,StartX Founder Exclusive,2025-07-10,05:30 PM,"July 10, 2025",08:00 PM,Startup & Entrepreneurship
